,Unnamed: 0,smiles,logP,logD
8613,1982,CC(C)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,5.21,
8614,12475,O=[N+]([O-])c1[nH]c(Br)nc1Br,2.82,
8615,12098,O=C1CCC2CCC(=O)N12,-1.11,
8616,15815,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl,,3.14
8617,2195,CC1(C)CC(NC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)C(C)(C)N1O,0.51,
8618,4118,CCCc1ccc(C(=O)OCCN(C)C)cc1,3.63,
8619,4733,CCOC(=O)NC1=NCC(c2ccc(CO)cc2)N1C,0.84,
8620,453,C=CCn1c(=O)c(N(C)C)c(C)n(-c2ccccc2)c1=O,1.98,
8621,13292,Oc1cccc2cccnc12,2.02,
8622,5296,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,2.9,
8623,1714,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)O,-1.32,
8624,14634,CCc1nc2ccc(C(=O)NCc3ccc4c(c3)OCO4)cn2c1N(C)Cc1cccs1,,4.1
8625,16188,Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C,,2.9
8626,14103,CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,,2.1
8627,11173,O=C(CCCc1ccc(N(CCCl)CCCl)cc1)O[Na],0.93,
8628,12842,O=c1c2ccccc2nc2ccccn12,2.08,2.1
8629,14051,CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,4.02
8630,2737,CCC(C)C(N)C(=O)NC(C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O)C(C)CC,-0.99,
8631,14459,CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1,,1.14
8632,13662,c1cncc(C2CCCCN2)c1,0.97,
8633,15699,C[C@H](C#N)NC(=O)C1CCCCC1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,,3.1
8634,10645,NCC(=O)NCC(=O)O,-2.92,
8635,2521,CC1Cc2ccccc2CN1,1.93,
8636,369,C=CCCCCCCC,5.15,
8637,9135,Cc1ncsc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2[nH]c(=O)sc12,1.44,1.44
8638,9206,ClC(Cl)(Cl)Cl,2.83,
8639,7859,COc1ccccc2c(S(=O)(=O)O[Na])cc(C)c1-2,-1.29,
8640,14909,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)c[nH]c1=N,,2.8
8641,13144,OCc1ccccc1Cl,1.77,
8642,7332,COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,2.18,1.96
8643,1166,CC(=O)Oc1ccccc1C(=O)OCS(C)(=O)=O,0.57,
8644,5849,CN(Cc1cccc(Cl)c1)N=O,1.46,
8645,9912,N#CC(C#N)=NNc1ccccc1[N+](=O)[O-],2.9,
8646,14986,COC(=O)Nc1cnc(-c2ccc(F)cc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,,1.82
8647,2152,CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O,3.18,
8648,10332,NC(=O)C(C(=O)/C=C/c1ccc(Cl)cc1)=C1SCS1,3.64,
8649,909,CC(=O)Nc1ccc(CN(C)N=Nc2ccc(C(=O)O)cc2)cc1,3.35,
8650,12914,O=c1nc(N=CN2CCCCC2)ccn1C1CC(F)C(CO)O1,0.36,
8651,9498,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,7.31,
8652,9484,Clc1ccc(Cl)cc1,3.44,
8653,14211,CCC(c1nc2ccsc2c(=O)n1Cc1cscn1)N(CCCN)C(=O)c1ccc(C)cc1,,0.02
8654,15405,COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,,2.36
8655,12329,O=Nc1c(O)ccc2ccccc12,2.28,
8656,8883,Cc1cccc2c(=N)cn[nH]c12,1.57,
8657,7832,COc1ccccc1NC(=O)OCCN1CCCCC1,2.71,
8658,16584,N#Cc1cccc(S(=O)(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,,3.42
8659,14616,CCc1cc(C(N)=S)ccn1,,1.52
8660,1497,CC(C)(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,4.88,
8661,2574,CC=CC(C)=O,0.52,
8662,2153,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,4.58,
8663,16098,Cc1ccc(Oc2ccc(N=c3[nH]cnc4cccc(OC(C)C(=O)N(C)CCO)c34)cc2C)cn1,,3.85
8664,606,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,1.98,
8665,15811,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,,2.0
8666,15342,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)c4ccccc4)c3[nH]2)cc1,,0.25
8667,2909,CCC(O)(C(=O)O)c1ccc(CC(C)C)cc1,3.37,
8668,8006,CSC(C)=NOC(=O)N(C)SN(C)C(=O)c1c(Cl)cccc1Cl,2.6,
8669,16382,Clc1cccc(Cl)c1-c1nnc2cccc(Cl)n12,,2.66
8670,13560,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCO2,1.82,
8671,10843,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,-0.85,
8672,13467,c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,5.55,
8673,5148,CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,1.05,
8674,217,C1OC1C1CO1,-0.52,
8675,4771,CCOC(=O)c1c[nH]c2c(c(-c3ccccc3)nn2-c2ccccc2)c1=Nc1ccc(O)cc1,3.09,
8676,6642,COC(=O)c1cccc(C)c1,2.77,
8677,9258,ClC=C1C2CC(C(Cl)C2Cl)C1(CCl)C(Cl)Cl,5.45,
8678,7680,COc1cccc(CC(=O)O)c1,1.5,
8679,11272,O=C(Cc1ccccc1)Nc1ccc(O)cc1,1.82,
8680,3683,CCCCN=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,2.15,
8681,1109,CC(=O)OCc1ccc([N+](=O)[O-])cc1,1.73,
8682,3452,CCCCCCCCSCCO,3.64,
8683,2040,CC(CC(N)=O)n1nc2ccccc2n1,1.0,
8684,11388,O=C(NCc1ccccc1)c1ccco1,1.81,
8685,10400,NC(=O)Cc1ccsc1,0.31,
8686,15240,COc1cc2[nH]cnc(=Nc3cc(Cl)ccc3F)c2cc1OCCCN1CCOCC1,,3.4
8687,521,CC(=NN=C(N)Nc1ccccc1)c1ccccc1,2.18,
8688,3056,CCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,3.18,
8689,17444,O=c1[nH]nc2cc(CO)c3ccc(-c4ccc[nH]4)cc3n12,,2.19
8690,7482,COc1ccc(N2C3=C(C(=O)CC(C)(C)C3)C(c3ccc4c(c3)OCO4)C3=C2CC(C)(C)CC3=O)cc1,5.72,
8691,13889,CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,,1.0
8692,3989,CCCNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.7,
8693,13002,OCC(CO)(CBr)CBr,1.06,
8694,8239,Cc1c(O)c(=O)ccn1C(C)C,0.05,
8695,16083,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(OC2CCN(C)CC2)n1,,1.8
8696,16329,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,,0.9
8697,14861,CN=c1c(Br)c[nH]c2[nH]c(-c3cccc(N)c3)nc12,,2.96
8698,15669,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(C#N)cc2)cn1,,2.89
8699,147,C#CCOn1c(=O)[nH]c(C)c(Br)c1=O,-0.1,
8700,9852,Fc1cccc(Br)c1,2.92,
8701,16379,Clc1ccc2nsnc2c1NC1=NCCN1,,0.71
8702,17126,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccnc1,,1.59
8703,4016,CCCOC(=O)c1ccccc1Cl,3.45,
8704,13937,CC(C)CC(N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1,,1.11
8705,11542,O=C(O)C=COc1ccc(Cl)cc1Cl,3.46,
8706,13042,OCC1OC(Oc2ccc(I)c(OC3OC(CO)C(O)C(O)C3O)c2I)C(O)C(O)C1O,-1.31,
8707,13809,CC(=O)Nc1ccc2ccn(-c3cc(=NC4CC4)n4[nH]cc(C#N)c4n3)c2c1,,3.29
8708,13086,OCCCc1ccncc1,0.58,
8709,6010,CN=CCC(C)c1ccccn1,1.13,
8710,7770,COc1ccccc1/C=N/n1c(C)cc(C)c(C#N)c1=O,3.08,
8711,15327,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CO,,3.25
8712,6422,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCC1,2.45,
8713,12993,OC1CCN(CCCc2ccc(CSc3ccccc3)cc2)CC1,3.67,
8714,7444,COc1ccc(COc2ccccc2C(N)=O)cc1,1.63,
8715,12941,OC(CN1CCOCC1)(c1ccc(F)cc1)c1ccc(-c2ccncc2)cc1,2.82,
8716,2036,CC(CC(=O)O)n1nc2ccccc2n1,0.34,
8717,335,C=CC=CCC1=C(C)C(OC(=O)C2=C(CC(C)C(=O)OC)C2(C)C)CC1=O,4.3,
8718,8592,Cc1ccc(Cc2nc3cc(Cl)ccc3[nH]2)cc1,5.21,
8719,7631,COc1ccc2cc(CC(=O)OCC(=O)N3CCOCC3)ccc2c1,2.13,
8720,1013,CC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(=O)CC21C,2.43,
8721,12972,OC(c1ccccc1)c1ccccc1,2.67,
8722,13806,CC(=O)Nc1ccc2c(c1)c(-c1cc(=NC3CC3)n3[nH]cc(C#N)c3n1)cn2CCCO,,2.48
8723,8616,Cc1ccc(N(C[C@H](O)Cn2c3ccccc3c3ccccc32)S(C)(=O)=O)c(C)c1,5.56,
8724,5431,CN(C(=O)CCBr)c1ccc(S(=O)(=O)N(C)C)cc1,1.13,
8725,17099,O=C(Nc1ccc(N2CCOCC2)cc1)c1n[nH]c(=NC(=O)C2(c3ccc(Cl)cc3)CCC2)o1,,3.2
8726,10102,N=C(N)NCCCC(N)C(=O)O,-4.2,
8727,4303,CCN(CC)N=O,0.48,
8728,2355,CC1=CC(=O)C(C(C)C)CC1,2.85,
8729,11661,O=C(O)COc1ccc([N+](=O)[O-])cc1,1.48,
8730,2406,CC1=NS(=O)(=O)c2cccc(C)c2N1,0.52,
8731,12728,O=c1[nH]c(=O)n(Cc2ccccc2)cc1F,0.89,
8732,10166,N=c1[nH]c(=O)c2ncn(C3CCC(CO)O3)c2[nH]1,-1.01,
8733,16213,Cc1cn([C@H]2CCCN(C(C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,-0.26
8734,16347,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,,3.9
8735,14122,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,,1.74
8736,12968,OC(c1ccccc1)(c1cncnc1)c1ccc(Cl)cc1Cl,2.56,
8737,10219,N=c1[nH]cnc2c1nc(Sc1ccc(Cl)cc1)n2C1OC2CO[PH](=O)(=O)OC2C1O,-0.98,
8738,2734,CCC(C)C(N)C(=O)N1CCCC1C(=O)[O-],-1.79,
8739,10566,NC(CC(=O)O)c1ccccc1,-1.4,
8740,4146,CCCc1n[nH]c(=N)o1,0.23,
8741,16306,Cc1ncc(-c2cc[nH]c(=Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)n2)n1C(C)C,,1.69
8742,2390,CC1=NS(=O)(=O)c2cc(C)ccc2N1,0.81,
8743,7161,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1C#N,1.39,
8744,9656,Cn1c(=N)[nH]c2cc(Cl)ccc21,2.09,
8745,7413,COc1ccc(CC#N)cc1OC,1.15,
8746,1981,CC(C)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.77,
8747,8433,Cc1cc([N+](=O)[O-])cc2c1=NC(=O)CNC=2c1ccccc1,2.44,
8748,2973,CCC1CC2C3CC=C4CC(=O)CCC4C3CCC2(C)C1C(=O)CF,4.66,
8749,12388,O=S(=O)(O[Na])c1cc(-n2nc3ccc4ccccc4c3n2)ccc1C=Cc1ccccc1,1.8,
8750,617,CC(=O)COc1ccccc1,1.04,
8751,12392,O=S(=O)(Oc1ccccc1[C@@H]1c2c(c(O)n(-c3ccc(Cl)cc3)c2O)ON1c1ccccc1)c1ccccc1,6.47,
8752,6807,COCC(C)OC(=O)C(N)Cc1ccc(O)c(O)c1,0.08,
8753,8612,Cc1ccc(N(C)C)cc1,2.81,
8754,3731,CCCCOC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.83,
8755,2042,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,1.9,
8756,8371,Cc1cc(C)nc(-n2c(C)cc(=O)n2C)n1,0.51,
8757,1664,CC(C)CC(=O)Nc1ccccc1,2.51,
8758,1565,CC(C)=CCCC1=NN(C=O)[C@@](C)(CCC=C(C)C)C1,5.02,
8759,17067,O=C(NS(=O)(=O)Cc1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,2.13
8760,2605,CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(OC)cc1,2.18,
8761,10009,N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,3.86,
8762,3650,CCCCN(CC)C(=O)SCCC,3.83,
8763,9313,Clc1cc(Cl)c(-c2cccc(Cl)c2Cl)cc1Cl,6.67,
8764,7539,COc1ccc(OCCN(C)C)cc1,1.23,
8765,325,C=CC1(C)CCC(C(C)(C)O)O1,2.43,
8766,756,CC(=O)NC(CCCCNC(=O)N(C)N=O)C(=O)NCc1ccccc1,1.18,
8767,2144,CC(OC(=O)c1cccc(C(F)(F)F)c1)C(N)=O,2.75,
8768,12325,O=NN1CCNCC1,0.18,
8769,5229,CCc1cc(C(=O)NN)ccn1,0.12,
8770,5044,CCOc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1OC,1.34,
8771,10114,N=C(N)N[N+](=O)[O-],-0.89,
8772,7737,COc1cccc(OCC(=O)O)c1,1.38,
8773,9675,Cn1c(=O)c2[nH]cnc2n(C)c1=O,-0.04,-0.09
8774,12006,O=C1C=C(N2CC2)C(=O)C=C1N1CC1,0.18,
8775,13798,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,,2.1
8776,3270,CCCCCC=NC(=O)CNC(=O)C=[NH+][NH-],1.51,
8777,16228,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C2)c(=O)[nH]c1=O,,2.12
8778,6226,CNC(=O)c1cc(Br)cc(C)c1O,3.51,
8779,2664,CCC(=O)OCOC(=O)c1cn(CC)c2nc(C)ccc2c1=O,1.7,
8780,13273,Oc1ccc2ccc(O)cc2c1,1.9,
8781,15015,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,,1.55
8782,1504,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,5.19,
8783,13476,c1ccc(CC2=NCCN2)cc1,2.65,
8784,14018,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,,3.5
8785,12127,O=C1C[C@@H](n2nc(-c3ccccc3)n(-c3ccccc3)c2=S)[C@@H]2COC1O2,3.65,
8786,3078,CCCC(=O)OCn1ncc2c(=O)[nH]cnc21,0.6,
8787,13370,[N-]=[N+]=NC1CC(n2cnc3c(=O)[nH]c(=N)[nH]c32)OC1CO,-0.33,
8788,3247,CCCCCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1,4.74,
8789,14816,CN1CCN(c2cc3c(=Nc4ccc(F)cc4F)c(C(N)=O)c[nH]c3cc2F)CC1,,2.63
8790,8479,Cc1ccc(-c2nc3cccnc3[nH]2)cc1,3.02,
8791,7257,COc1cc2[nH]c(N3CCN(C(=O)C(C)OC)CC3)nc(=N)c2cc1OC,1.14,
8792,9967,N#CCc1ccco1,0.85,
8793,2480,CC1CCCC(C)N1C(=O)CSc1nnc(-c2ccco2)n1Cc1ccccc1,4.49,
8794,16653,N=c1[nH]c(OC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@H](Cl)[C@H]1O,,2.16
8795,10449,NC(=O)OC=Cc1c(O)c(N2CC2)c(Br)c(O)c1N1CC1,0.68,
8796,14946,CNC1CCN(c2ccc(NC(=O)c3ccc(-c4ccccc4)cc3)cn2)C1,,2.35
8797,3521,CCCCCCOC(=O)n1cnc(CC(NC(=O)c2ccc(O)[nH]2)C(O)N2CCCC2C(N)=O)c1,0.71,
8798,12221,O=CN=CCc1ccccc1,1.95,
8799,15200,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=S)NCC(=O)O,,-1.04
8800,12547,O=[N+]([O-])c1ccc(C=NN(c2ccccc2)P(=O)(N2CC2)N2CC2)cc1,0.57,
8801,15118,COc1cc(CCc2cc(=Nc3cc[nH]c(=NCc4cc(C)no4)n3)[nH][nH]2)cc(OC)c1,,3.1
8802,5372,CCc1ncc(-c2ccccc2)nc1-c1ccccc1,4.66,
8803,4825,CCOC(=O)c1cnc2c(C)cccn2c1=O,0.87,
8804,17427,O=c1[nH]cnc2onc(-c3ccc(F)cc3)c12,,1.97
8805,17515,OCCNCc1cc(Br)ccc1OCc1ccc(Cl)cc1,,2.98
8806,13868,CC(C)(C)OC(=O)N1CCN(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,,3.27
8807,9411,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,6.53,
8808,5852,CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cn(C(=O)OCc2ccccc2)c2ccccc12)NC(O)Cc1nc(O)c2n(c1=O)C1CCC2CC1,5.66,
8809,2065,CC(CN1CCCCC1)C(=O)c1ccccc1,3.51,
8810,15289,COc1cc2c(=Nc3ccc(F)cc3F)c(C(N)=O)c[nH]c2cc1N1CCN(C)CC1,,1.75
8811,3318,CCCCCCCC(CCCCC)c1ccccc1,8.56,
8812,13570,c1ccc2c(c1)Oc1ccccc1S2,4.54,
8813,6348,CNc1ccc(S(=O)(=O)N(C)C)cc1,1.43,
8814,13900,CC(C)C(NC(=O)Cn1c(-c2ccc(F)cc2)ncc(N)c1=O)C(=O)C(F)(F)F,,1.05
8815,2350,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,3.42,
8816,6305,CNCCN(C)C,-0.2,
8817,5851,CN(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1cn(C(=O)OC(C)(C)C)c2ccccc12)NC(O)Cc1nc(O)c2n(c1=O)C1CCC2CC1,5.33,
8818,4863,CCOC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.69,
8819,8662,Cc1ccc(O)cc1[N+](=O)[O-],2.18,
8820,9555,Clc1ccc2c(Cl)ccnc2c1,3.57,
8821,14803,CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,,0.92
8822,2021,CC(C)c1ncc([N+](=O)[O-])n1C,1.36,
8823,15649,C[C@@H](CO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)N=c2[nH]ccs2)c1,,2.63
8824,9376,Clc1cc(Cl)cc(Oc2ccc(Cl)c(Cl)c2Cl)c1,6.58,
8825,12688,O=[N+]([O-])c1nccn1COC(CO)C(O)CO,-1.47,
8826,2131,CC(O)CNc1ccccc1C(N)=O,0.62,
8827,15036,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,0.01
8828,11467,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,4.82,
8829,10667,NCCCCNC(=O)c1ccccc1,0.58,
8830,2652,CCC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.06,
8831,13706,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,,3.02
8832,4136,CCCc1cccc(C)c1,4.67,
8833,13185,Oc1c(Cl)cccc1Cl,2.75,
8834,16768,NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)nc1,,1.25
8835,3214,CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,6.82,
8836,5795,CN(C)c1nc(N(C)C)nc(N(C)O)n1,1.61,
8837,3045,CCCC(=O)NC[C@@H](C)NC(=O)CCC,1.43,
8838,16838,NCc1ccc(NC(=O)c2cc(N=c3nccc[nH]3)c3cc(C(N)=NO)ccc3c2)cc1,,-0.85
8839,5352,CCc1cnc2cccc(C)n2c1=O,1.79,
8840,3295,CCCCCCC(NC(C)=O)C(=O)OC,1.7,
8841,13211,Oc1cc(O)n(Cc2ccccc2)c1,0.76,
8842,5868,CN(N=Cc1ccccc1)P(=O)(N1CC1)N1CC1,0.51,
8843,6022,CN=c1[nH]c2c3cccnc3ccc2n1C,1.82,
8844,15215,COc1cc(OC2CCNCC2)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,,1.8
8845,11191,O=C(CN(C(=O)C(Cl)Cl)c1ccccc1)Nc1ccccc1,2.96,
8846,222,C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,1.47,
8847,12971,OC(c1ccccc1)c1ccc(Cl)cc1,3.61,
8848,3068,CCCC(=O)OCCOCn1cnc2c(=O)[nH]c(=N)[nH]c21,-0.08,
8849,14046,CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,,3.6
8850,2979,CCC1COC(Cn2cncn2)(c2ccc(-c3ccccc3)cc2)O1,3.71,
8851,15945,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]nc2C(F)(F)F)CC1,,3.02
8852,9028,Cc1cnc2ccccc2c1,2.53,
8853,12041,O=C1C=NC(c2ccccc2C(F)(F)F)c2cc([N+](=O)[O-])ccc2N1,2.51,
8854,11098,Nc1ccccc1,0.9,
8855,6724,COC(OC)(OC)c1ccccc1,2.27,
8856,9537,Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1,5.53,
8857,8870,Cc1cccc(OCC(=O)O)c1,1.78,
8858,6002,CN=C(NC)NC#N,-0.4,
8859,8148,Cc1[nH]c(=N)sc1C(=O)CCN(C)C,1.47,
8860,11431,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(Cl)c1O,5.15,
8861,118,C#CCOc1c(Cl)cc(N=CNOCCC)cc1Cl,4.0,
8862,16298,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)n2)n1C(C)C,,1.87
8863,1546,CC(C)(S)C(N)C(=O)O,-1.78,
8864,16451,Cn1sc(=NCc2ccccc2)[nH]c1=O,,1.2
8865,8449,Cc1cc2ccccc2[nH]1,2.53,
8866,3895,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,3.69,
8867,2304,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC21CCC(=O)O1,2.98,
8868,11339,O=C(NC(CO)C(O)c1ccc(Cl)cc1)C(Cl)Cl,1.64,
8869,17270,O=C(c1csc2c1CCCC2)N1CCCCC1,,3.2
8870,1949,CC(C)Oc1ccc([N+](=O)[O-])cc1,2.8,
8871,10240,N=c1[nH]nco1,-1.44,
8872,709,CC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C)(C)C,-0.51,
8873,4079,CCCS(=O)(=O)CCC,0.39,
8874,8422,Cc1cc(O)ccc1[N+](=O)[O-],2.48,
8875,2542,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)CC(O)C1O,2.15,
8876,7391,COc1ccc(C2CC(=O)C3C(=Nc4ccccc4N(C(=O)C(F)(F)F)C3c3cc(OC)c(OC)c(OC)c3)C2)cc1,4.87,
8877,14328,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,,1.02
8878,7852,COc1ccccc1OCc1ccccc1CCCN1CCC(O)CC1,2.82,
8879,11916,O=C(O[Na])c1ccccc1Nc1cccc(C(F)(F)F)c1,1.29,
8880,11558,O=C(O)CCC(S)CCS,1.4,
8881,12636,O=[N+]([O-])c1ccccc1,1.85,
8882,8740,Cc1ccc2c(c1)[n+]([O-])cc[n+]2[O-],-0.35,
8883,3103,CCCC(C)n1nnc2ccccc21,2.95,
8884,10255,N=c1cc[nH]c2c([N+](=O)[O-])cccc12,1.31,
8885,7051,COc1c(OC)c(OC(C)=O)c2cc(C)ccc2c1OC(C)=O,2.86,
8886,6903,COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0.73,
8887,5040,CCOc1ccc(C=O)cc1OC,1.63,
8888,6401,COC(=O)C(C)=COP(=O)(OC)OC,0.13,
8889,1894,CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCCC1,3.16,
8890,8081,CSc1nc(=N)nc(C(Cl)(Cl)Cl)[nH]1,3.12,
8891,4777,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc(Cl)c1,2.27,
8892,2257,CC1(CO)COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)OC1,2.1,
8893,12754,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCCc3ccccc3)c2s1,2.1,
8894,9054,Cc1cssc1=O,1.33,
8895,4455,CCNC(=O)c1ccc(S(N)(=O)=O)cc1,0.03,
8896,8561,Cc1ccc(C)n1N=c1ccc(N2CCCCC2)n[nH]1,3.13,
8897,17355,O=S(=O)(NCCN=c1nccc[nH]1)c1cccc2cnccc12,,0.61
8898,16646,N=c1[nH]c(CCc2ccccc2)cc(=O)[nH]1,,1.4
8899,10995,Nc1ccc(O)cc1,0.04,
8900,13761,CC(=O)N=c1[nH]c(=N)n(-c2ccccc2)[nH]1,,-0.2
8901,13744,CC(=O)C1CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,,3.25
8902,15194,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCc1nn[nH]n1,,-0.34
8903,2511,CC1CN=C(N=c2[nH]cc([N+](=O)[O-])s2)N1C,2.02,
8904,14608,CCc1c(C(=O)C(N)=O)c2c(OCC(N)=O)cccc2n1Cc1ccccc1,,2.1
