,smiles,pH,logD
3175,COc1cc2c(=Nc3c(Cl)ccc4c3OCO4)[nH]cnc2cc1OCCCN1CCCCC1,7.4,2.05
3176,C[C@@](CCc1ccc(-c2ccc(Cl)cc2)cc1)(C(O)=NO)S(C)(=O)=O,7.4,2.4
3177,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccccc3C(F)(F)F)sc21,7.4,3.15
3178,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCOCCc3ccccc3)c2s1,7.4,1.09
3179,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(=N)[nH]cnc32)[C@H](O)[C@@H]1O,7.4,2.4
3180,CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,7.4,1.56
3181,N=c1[nH][nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,7.4,2.6
3182,COc1ccc(-c2nc3[nH]cc(Br)c(=NCCCNC(=O)C4(CN)CC4)c3[nH]2)cc1,7.4,1.9
3183,CN=C(NCCSCc1[nH]cnc1C)NC#N,7.4,-0.03
3184,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,7.4,1.19
3185,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)N=c2cnc(C(O)CO)c[nH]2)cc1Cl,7.4,2.58
3186,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccccc2)CC(C)N1,7.4,-0.12
3187,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,7.4,3.11
3188,CC(c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,7.4,2.9
3189,COc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,7.4,2.18
3190,c1ccc2c(c1)OCC(Cc1nc3ccccc3[nH]1)O2,7.4,3.29
3191,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1,7.4,4.0
3192,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2-c2ccccc2)cc1,7.4,1.44
3193,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2cnc3[nH]ccc3c2)n1,7.4,1.92
3194,Cc1noc2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,7.4,2.67
3195,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,7.4,3.6
3196,Cc1cc(CN=c2nc(N=c3cc(CCc4ccccc4)[nH][nH]3)cc[nH]2)on1,7.4,3.56
3197,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)C(F)(F)F)c1=O)C(=O)C(F)(F)F,7.4,1.01
3198,CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3CC[C@@H](N)C3)c2c1Cl,7.4,2.0
3199,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,7.4,3.8
3200,Cc1ccc2c(n1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,7.4,0.35
3201,NC(=O)Nc1sc(-c2cc(F)cc(F)c2)cc1C(=O)N[C@H]1CCCNC1,7.4,2.18
3202,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,7.4,-0.29
3203,COc1cc(OC)nc(-n2ncc(Cl)c(Cl)c2=O)n1,7.4,1.4
3204,C[C@@H](NC(=O)C1CCNCC1)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,7.4,0.4
3205,OCC(CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=NC3CC3)sc12,7.4,3.11
3206,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1,7.4,1.01
3207,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCN(c3ccc(F)cc3)CC2)CC1,7.4,2.12
3208,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,6.5,-0.5
3209,c1ccc2c(c1)nnn2-c1ccncc1,7.4,1.69
3210,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,7.4,3.5
3211,C[C@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,7.4,3.1
3212,Cc1cc(C(N)=O)ccc1O[C@@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1,7.4,2.23
3213,Cc1ccc2c(c1)c(-c1ccnc3cc(C(F)(F)F)ccc13)c(C)n2CC(=O)O,7.4,1.79
3214,O=c1[nH]cnc2[nH]ncc12,6.8,0.1
3215,O=C(Nc1ccc(N2CCOCC2)nc1)c1n[nH]c(=Nc2ccccc2)o1,7.4,2.9
3216,CC(C)Oc1cc(OCCN2CCOCC2)cc2[nH]cnc(=Nc3c(Cl)ccc4c3OCO4)c12,7.4,3.69
3217,Cc1c(O)c(=O)ccn1CCCC(=O)O,7.4,-2.75
3218,O=c1cc(-c2ccco2)[nH]c2ccccc12,7.4,2.21
3219,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)[O-],7.0,-0.27
3220,O=C(NS(=O)(=O)c1cccc(Cl)c1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,7.4,2.62
3221,CCCCc1cccc([C@]2(C(Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,7.4,2.3
3222,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1,7.4,1.88
3223,CNCCc1c[nH]c2ccc(CN3CCN(C)S3(=O)=O)cc12,7.4,-1.71
3224,Cn1c(=O)c2c(ncn2C)n(C)c1=O,7.4,-0.050833333333333335
3225,C[C@H]1CN(Cc2ccccc2)[C@H](C)CN1[C@H](c1ccc(CC(=O)O)cc1)c1cccc(O)c1,7.4,1.1
3226,CCOc1ccc(NC(C)=O)cc1,7.4,1.5
3227,O=C(NC(Cc1ccc(OCCCN=c2cccc[nH]2)cc1)C(=O)O)c1c(Cl)cccc1Cl,7.4,-0.22
3228,O=c1ccoc2ccccc12,7.4,1.4
3229,Cn1[nH]c(C(C)(C)C)cc1=NC(=O)Nc1ccc(Cl)cc1,7.4,3.97
3230,COc1ncccc1-c1cccc2c(=N)c3c(O)n(C4CCC4)cc3[nH]c12,7.4,3.26
3231,O=S(=O)(NCCN=c1nccc[nH]1)c1cccc2cnccc12,7.4,0.61
3232,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,7.4,0.31
3233,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,7.4,2.5
3234,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,7.4,2.41
3235,COc1ccc2c(C)cc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,7.4,1.72
3236,c1ccc(C2CCNCC2)cc1,7.4,0.54
3237,COc1cc2c(ccc(=O)n2CCN2CCC(NCc3cc4c(cn3)OCCO4)CC2)cn1,7.4,0.68
3238,COCCOc1cc2[nH]cc(C(N)=O)c(=Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,7.4,2.24
3239,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C2CCOC2)cc1,7.4,0.78
3240,COCc1c(-c2ccc(F)cc2)c(=CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc1=C(C)C,7.4,1.72
3241,c1ccc(CSc2nc3cccnc3[nH]2)cc1,7.4,3.22
3242,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,7.4,1.3275
3243,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,7.4,0.62
3244,Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccccc3)CC2)cc1,7.4,2.51
3245,Cc1cnc2c(=N[C@H](C)CO)[nH]c(SCc3cccc(F)c3F)nc2n1,7.4,3.55
3246,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCSCCc3ccccc3)c2s1,7.4,2.34
3247,CNC(=O)c1ccc(CCC(COc2ccc(-c3cccc([N+](=O)[O-])c3)cc2)n2c(O)csc2=O)cc1,7.4,3.5
3248,COc1cnc(-c2ccccn2)nc1Oc1ccc(F)cc1F,7.4,3.1
3249,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,7.4,1.51
3250,Cc1c(Sc2ccc(Cl)cc2)c2c(Cl)cccc2n1CC(=O)O,7.4,2.15
3251,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,7.4,2.7
3252,CCC(c1nc2ccsc2c(=O)n1Cc1cscn1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,0.02
3253,COc1cc2[nH]nc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,7.4,2.36
3254,O=C1C=NC(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,7.4,2.38
3255,CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,7.4,0.67
3256,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,7.4,2.65
3257,O=C(O)c1cc2ccccc2n1Cc1ccccc1,7.4,0.78
3258,CCCCc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,7.4,6.6
3259,O=C1c2ccc(O)cc2C(=O)N1c1ccc(O)cc1F,7.4,2.1
3260,CS(=O)(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,7.4,1.51
3261,CC(C)C(NC(=O)CNC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)[O-],7.0,-1.86
3262,O=C(O)c1ccccc1C(=O)N1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,7.4,1.2
3263,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,7.4,4.8
3264,CCCc1nc2c(=N)[nH]c3ccccc3c2s1,7.4,4.09
3265,O=C(Oc1ccc2c(c1)OCCC2=O)c1ccccc1,7.4,3.6
3266,CCn1cccc(O)c1=O,7.4,0.2
3267,CCCCN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,7.4,2.51
3268,CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCCN=C(N)NC#N)C(C)C,7.4,4.5
3269,Cc1ncc(-c2[nH]c(=Nc3ccc(C(N)=O)c(F)c3)ncc2F)n1C(C)C,7.4,3.14
3270,Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,7.4,2.07
3271,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1,7.4,1.0
3272,N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1,7.4,0.45
3273,O=C(O)C(Cc1cccc(F)c1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,7.4,2.68
3274,COc1ccccc1Cn1c(C)nc2ccccc21,7.4,3.47
3275,O=C(c1c[nH]c(=O)c2ccccc12)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,7.4,3.51
3276,O=c1[nH]n(C(c2ccncc2)C2CC2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12,7.4,0.7
3277,COc1cc(C(CO)CO)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,7.4,3.1
3278,N=c1c(C(=O)NC2CC2)n[nH]c2c(-c3ncccn3)cccc12,7.4,1.5
3279,Cc1cc(=Nc2[nH]c(=N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2F)[nH][nH]1,7.4,3.11
3280,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,7.4,2.4233333333333333
3281,Cc1ccc(NC(=O)CCC2CCCCC2)cc1NC(=O)c1ccc(O)cc1,7.4,4.13
3282,CCNC(=O)CCn1ccc(=O)c(O)c1C,7.4,-0.82
3283,CN(C)CC(O)COc1ccc(N=c2[nH]ccc(=Nc3cc(Cl)ccc3Cl)[nH]2)cc1,7.4,2.9
3284,NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,7.4,0.63
3285,COCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,7.4,2.95
3286,CCS(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,7.4,-0.11
3287,O=C(Nc1ccc(F)cc1)c1cccnc1Oc1ccccc1,7.4,3.19
3288,O=[N+]([O-])c1cccc(-c2ccc(OCC(CCc3ccncc3)n3c(O)ccc3O)cc2)c1,7.4,3.88
3289,Cc1c(S(=O)(=O)c2ccc(Cl)cc2)c2cc(F)ccc2n1CC(=O)O,7.4,-0.16
3290,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC(O)CC1,7.4,1.89
3291,N=c1[nH]c(=Nc2ccc(S(N)(=O)=O)cc2)[nH]n1C(=O)c1c(F)cccc1F,7.4,1.87
3292,CO[C@H]1CN(Cc2ccc(C(F)(F)F)cc2)CC[C@H]1N(C)C(=O)Cc1ccc(-n2cnnn2)cc1,7.4,3.0
3293,Cc1ncc(-c2cc[nH]c(=Nc3ccc(C(=O)NCCO)cc3)n2)n1C(C)C,7.4,2.09
3294,C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,7.4,-0.34
3295,CSc1ccc(OCc2ccccc2)c(C(=O)N=c2ccc(C(=O)O)c[nH]2)c1,7.4,1.6
3296,CC12CC3CC(C)(C1)CC(N)(C3)C2,7.4,0.06
3297,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnnc2ccccc12,7.4,3.28
3298,CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,6.8,-0.3
3299,CCOC(=O)C1(c2cccc(O)c2)CCCN(CC2CC2)C1,7.4,1.89
3300,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@@H](C)O1,7.4,3.75
3301,Cc1oc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,7.4,4.26
3302,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cccnc1,7.4,2.1
3303,CCC(C)C(NC(=O)C([NH3+])[C@@H](C)CC)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)[O-],7.0,-0.99
3304,COc1ccc(-c2cc(=O)[nH]c(=N)[nH]2)cc1,7.4,1.52
3305,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,7.4,-0.43
3306,Cc1ccc(N(CC#N)c2cc(=Nc3ccc(OCC(O)CN(C)C)cc3)[nH]cn2)c(Br)c1,7.4,2.24
3307,CN(CCCc1ccccc1)S(=O)(=O)c1cc(C(=O)N2CCc3ccc(S(=O)(=O)NCCc4ccccc4)cc3C2)c(O)c(O)c1O,7.4,0.75
3308,CCn1cnc(-c2ccccc2)c1-c1nc2c(=N)[nH]cnc2s1,7.4,2.97
3309,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,7.4,-0.39
3310,CCC(C)C(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)[O-],7.0,-1.49
3311,Cc1ccc(C(=O)N=c2cco[nH]2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,7.4,1.87
3312,COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,7.4,1.31
3313,COc1cc2[nH]c(N3CCN(C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,7.4,1.89
3314,CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCCN1CCOCC1)C(C)C,7.4,4.5
3315,CC1=C2CC(=O)C=C[C@]2(C)[C@H]2[C@@H](O)C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)CO)[C@@H]2C1,7.4,2.1950000000000003
3316,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.4,3.8
3317,[NH3+]CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],7.0,-1.96
3318,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,7.4,1.39
3319,CCC(Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O,7.4,0.31
3320,CCC/C=C/c1nc2cc(OC)ccc2n2cccc12,7.4,4.52
3321,COC(=O)C(Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1cccc2ccccc12,7.4,3.58
3322,CN(C)CCc1c[nH]c2ccc(-c3nc(Cc4ccc(NS(C)(=O)=O)cc4)no3)cc12,7.4,1.25
3323,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(C(=O)N3CCOCC3)cc(N3CCOCC3)c2)n1,7.4,2.2
3324,CC(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(N)=O,7.0,-1.14
3325,Cc1ccc2c(c1)c(-c1ccnc3c(S(C)(=O)=O)cccc13)c(C)n2CC(=O)O,7.4,-0.020000000000000014
3326,CCN1C(=O)N(C)c2c[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,7.4,2.75
3327,CC(C)(C)NC(=O)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1,7.4,4.13
3328,COc1ccc(-c2cccc3c(=N)c4c(O)n(C5CCC5)cc4[nH]c23)c(C)n1,7.4,3.92
3329,CCn1ccnc1CC1COc2ccccc2O1,7.4,2.31
3330,N#CCNC(=O)C1CCCCC1C(=O)N1CCc2ccccc2C1,7.4,1.91
3331,Cc1cc(CN2Cc3cccnc3CC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,7.4,1.15
3332,CO[C@@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(=CNN5CCN(C)CC5)c(O)c4c3C2=O)=NC(=O)C(C)=CC=CC(C)[C@@H](O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](OC(C)=O)[C@H]1C,7.4,0.98
3333,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccn1,7.4,1.78
3334,COc1ccc2[nH]c(=N[C@H]3CCC[C@H](NCc4ccsc4)C3)ccc2c1,7.4,2.43
3335,COCCC(CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O,7.4,0.5
3336,CCOC(=O)c1ccc(OCCC2CN(c3ccc(C)nn3)C2)cc1,7.4,3.22
3337,CCC(c1nc2ncccc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)cc1,7.4,-0.04
3338,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(C(=O)Cc2ccccc2)C1)C1CCCCC1,7.4,1.32
3339,Nc1ccc2ncccc2c1,7.4,1.33
3340,CCCCc1nc2c(=N)[nH]c3ccccc3c2n1Cc1ccccc1,7.4,4.17
3341,N#Cc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,7.4,2.0
3342,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2ccccn2)cc1,7.4,3.28
3343,N=c1cc2[nH][nH]c(=O)n2c2cc(-c3cccs3)ccc12,7.4,3.26
3344,CC(C)NCC(O)COc1cccc2ccccc12,7.4,1.3444444444444443
3345,COCCS(=O)(=O)N1CCN(c2ccc(N=c3nc(-c4cnc(C)n4C(C)C)cc[nH]3)cc2)CC1,7.4,2.75
3346,CNC(=O)c1ccc2c(=O)cc(-c3cccnc3)[nH]c2c1,7.4,1.01
3347,NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,7.4,2.2
3348,CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,7.4,4.02
3349,O=S(=O)(N=c1[nH]cc(Cl)s1)c1cc(F)c(Oc2ccc(F)cc2-c2cn[nH]c2)cc1F,7.4,2.7
3350,O=C(O)c1ccc[nH]c1=Nc1cccc(C(F)(F)F)c1,7.4,1.215
3351,O=C(O)C(Cc1ccccc1F)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,7.4,2.58
3352,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,7.4,2.33
3353,CC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)N=c2[nH]ccs2)c1,7.4,3.61
3354,CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(-c4n[nH]c(=O)o4)c3)cnc2[nH]1,7.4,1.65
3355,O=c1c2ccc(O)cc2ncn1-c1ccc(O)cc1,7.4,1.6
3356,CC(=O)N=c1[nH]nc(S(N)(=O)=O)s1,7.4,-0.78
3357,CCCSc1c(C(=O)NC2CCCCC2)cnn1C,7.4,2.99
3358,CC(C)C(=O)N=c1[nH]c(-c2ccccn2)cc2ccccc12,7.4,2.7
3359,Cc1cc(C)cc(-c2nnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)o2)c1,7.4,3.0
3360,CCC(CC)NC(=O)c1c[nH]n(Cc2ccccc2)c1=NS(=O)(=O)c1ccc(C)cc1,7.4,1.52
3361,CC[C@H](C)C(NC(=O)CNC(=O)C1CCCN1C(=O)[C@H](Cc1ccc(O)cc1)NC(C)=O)C(=O)N[C@H](C(N)=O)C(C)C,7.2,-0.2
3362,CS(=O)(=O)c1cccc(N=c2[nH]ccc(=Nc3cccc4ccoc34)[nH]2)c1,7.4,3.52
3363,N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1,7.4,0.77
3364,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,7.4,3.33
3365,COc1cc2[nH]cnc(=Nc3cccc(C)c3)c2cc1OC,7.4,3.5
3366,NC(=O)c1cccc(Cn2cccn2)c1,7.4,0.71
3367,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,7.4,-0.15
3368,O=C(N=c1[nH]c2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1,7.4,3.0
3369,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1,7.4,3.4
3370,CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(N)=O,7.0,-0.93
3371,COC(=O)C1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,7.4,0.9225
3372,NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1,7.4,2.5
3373,Cn1cc(C(=O)CCCCOc2ccc(C(=O)O)cc2)cc1C=O,7.4,0.14
3374,[NH3+]C(Cc1ccccc1)C(=O)NCC(=O)[O-],7.2,-2.16
3375,O=c1c2ncc3ccccc3c2[nH]n1-c1ccccc1,7.4,0.8
3376,CN=c1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)[nH]c2c(N3CCN(C)CC3)cc(OC)cc12,7.4,2.93
3377,C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,7.4,2.75
3378,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@@H](C)N1C(=O)Cc1ccccc1,7.4,0.7
3379,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,7.4,1.4
3380,Nc1ccc(S(=O)(=O)N=c2[nH]ccs2)cc1,7.4,-0.37
3381,CCC(C)C(NC(=O)C(CC(C)C)NC(C)=O)C(N)=O,7.0,0.68
3382,CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,7.4,4.1
3383,O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,7.4,1.4
3384,CC(N=c1nc(N=c2cc(N(C)C)[nH][nH]2)c(Cl)c[nH]1)c1ncc(F)cn1,7.4,2.33
3385,C[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=O)sc12,7.4,2.86
3386,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,6.8,0.5
3387,COc1ccc2[nH]c(=NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,7.4,3.57
3388,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,7.4,1.93
3389,Oc1ccc(-c2nc3ccc(O)cc3o2)cc1,7.4,3.3
3390,O=c1[nH]c(O)cn1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,7.4,1.35
3391,CC(C)(C)OC(=O)N1CCC(OCc2nc(-c3ccncc3)no2)CC1,7.4,3.0
3392,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CCCCC3)c(Cc3ccccc3C(F)(F)F)sc21,7.4,4.07
3393,CC(C)CC(NC(=O)C1CCC[NH2+]1)C(=O)[O-],7.0,-2.41
3394,CC(C)(C#N)c1cnc(N2CCN(C(=O)C3CCCCC3C(=O)NC3(C#N)CC3)CC2)s1,7.4,1.9
3395,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,5.5,-1.7
3396,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,7.4,2.44
3397,Fc1cccc(COc2ccc(N=c3[nH]cnc4ccc(-c5cccc(N6CCOCC6)c5)cc34)cc2Cl)c1,7.4,3.2
3398,COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OC,7.4,3.12
