,Unnamed: 0,smiles,logP,logD
11067,13372,[N-]=[N+]=Nc1ccccc1,2.59,
11068,7434,COc1ccc(CN(C)N=O)cc1,1.62,
11069,4859,CCOC(O)c1c[nH]c(=O)cc1C(O)OCC,0.17,
11070,14979,COC(=O)COc1ccc(O)cc1,,0.92
11071,15981,Cc1cc2n[nH]c(=O)n2c2cc(-c3cn[nH]c3)ccc12,,2.13
11072,13593,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,5.73,
11073,12202,O=C1c2ccccc2C(=O)N1c1ccccc1,2.4,
11074,8743,Cc1ccc2c(c1)c([N+](=O)[O-])cc[n+]2[O-],1.43,
11075,5709,CN(C)N=Nc1ccccc1Cl,3.03,
11076,12485,O=[N+]([O-])c1c2ccccc2cc2ccccc12,4.78,
11077,1909,CC(C)OC(=O)CS(=O)c1ccc(Cl)cc1[N+](=O)[O-],2.22,
11078,8560,Cc1ccc(C)n1N=c1ccc(N2CCCC2)n[nH]1,2.45,
11079,9731,Cn1ccc(=O)[nH]c1=O,-1.2,
11080,3320,CCCCCCCC/C=C/CCCCCCCC(=O)OC,7.45,
11081,2145,CC(OCc1cn(C)c(C=NO)n1)C(C)(C)C,2.53,
11082,16158,Cc1ccc2c(c1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,2.18
11083,10244,N=c1[nH]o[nH]c1=NC(=O)c1ccccc1,1.41,
11084,15973,Cc1cc2n[nH]c(=O)n2c2cc(-c3ccc(C(=O)N4CCOCC4)cc3)ccc12,,2.77
11085,265,C=C(C)c1c(OC)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1OCC,2.65,
11086,8306,Cc1cc(=S)ss1,1.89,
11087,3308,CCCCCCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,3.54,
11088,9343,Clc1cc(Cl)c(Oc2ccc(Cl)c(Cl)c2Cl)cc1Cl,7.01,
11089,7742,COc1cccc(S(I)=C(N(C)C)N(C)C)c1,-0.5,
11090,5799,CN(C)c1ncccn1,1.07,
11091,7422,COc1ccc(CCCC(=O)O)cc1,2.33,
11092,14308,CCCSc1nc(N2CCC(C(=O)O)CC2)ccc1C(=O)NC1CCCCC1,,1.6
11093,4094,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,5.48,
11094,14328,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,,1.02
11095,13117,OCCn1nnc2ccccc21,0.5,
11096,11392,O=C(NN1CC=CCC1)c1cccs1,1.88,
11097,8897,Cc1cccc2nc3cccc(C(=O)NCCCN(C)CCCN=c4[nH][n+]([O-])c5ccccc5[n+]4[O-])c3nc12,1.4,
11098,10400,NC(=O)Cc1ccsc1,0.31,
11099,13184,Oc1c(Cl)ccc(Cl)c1Cl,3.77,
11100,3419,CCCCCCCCCCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,6.2,
11101,14809,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,,3.16
11102,16314,Cc1ncc(-c2cc[nH]c(=Nc3ccccc3)n2)n1C(C)C,,3.58
11103,14490,CCOC(=O)C1(c2cccc(O)c2)CCCN(CC2CC2)C1,,1.89
11104,5359,CCc1n[nH]c(=N)o1,-0.3,
11105,3323,CCCCCCCC1CC(C(=O)Nc2c(C(C)C)cccc2C(C)C)C(=O)O1,4.72,
11106,7334,COc1ccc(C(=O)Cn2c(N3CCCCCC3)nc3c2c(=O)n(C)c(=O)n3C)cc1,4.42,
11107,7087,COc1cc(C(=O)Nc2cccc(C#N)c2)cc(OC)c1OC,3.44,
11108,8144,C[N+](C)(CCCS(=O)(=O)[O-])Cc1ccccc1,-2.27,
11109,12609,O=[N+]([O-])c1ccc2oncc2c1,1.46,
11110,11442,O=C(Nc1ccc(F)cc1F)c1cc(Br)cc(Br)c1O,4.99,
11111,2200,CC1(C)CC(NC(=O)NP(=O)(N2CC2)N2CC2)CC(C)(C)N1O,-0.52,
11112,17425,O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)c(-c3ccccc3)cc12,,3.9
11113,6372,COC(=O)C(=O)OC,-0.17,
11114,15812,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)c4cccc(S(C)(=O)=O)c4)CC3)CC2)c1Cl,,3.33
11115,5674,CN(C)CNC(=O)c1ccccc1,0.63,
11116,12924,O=c1ssc2c1CCCC2,2.4,
11117,6299,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4.05,1.92
11118,9278,ClCCCCl,2.0,
11119,17546,Oc1ccc2c3c1O[C@H]1c4[nH]c5c(c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314)C[C@@]1(O)[C@H]2Cc3ccc(O)c4c3[C@@]1(CCN2CC1CC1)[C@H]5O4,,1.41
11120,15722,C[C@H](N=C1NC(=O)[C@@](C)(C(F)(F)F)S1)c1ccccc1F,,3.1
11121,8974,Cc1cccnn1,-0.35,
11122,7533,COc1ccc(OCC(=O)NNC(C)C)cc1,1.21,
11123,1443,CC(C)(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.33,
11124,5010,CCOc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(OCC)n1,2.4,
11125,8782,Cc1cccc(C(=O)O)c1,2.37,
11126,4070,CCCOc1cn[nH]c1,1.42,
11127,7179,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)n1,1.64,
11128,10103,N=C(N)NCCCCc1ccccc1,1.59,
11129,9226,ClC1=C(Cl)C2(Cl)C(Cl)=C(Cl)C3CC1C(Cl)C32,5.66,
11130,10599,NC(Cc1ccc2ccccc2c1)C(=O)O,-0.15,
11131,16693,N=c1[nH]nc(CCSCCc2n[nH]c(=NC(=O)Cc3ccccc3)s2)s1,,2.0
11132,14279,CCCNC(=O)c1n[nH]c2c(-c3cnc(OC)nc3OC)cccc2c1=N,,3.26
11133,2458,CC1CCC(C(C)C)CC1,5.56,
11134,7664,COc1cccc(C(=O)O)c1O,1.94,
11135,1993,CC(C)c1cccc(C2C(=O)c3ccccc3C2=O)c1,4.43,
11136,16086,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(OCCCN(C)C)n1,,1.3
11137,8970,Cc1ccccn1,1.11,
11138,2837,CCC(C)NP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.99,
11139,9118,Cc1ncc([N+](=O)[O-])n1CCO,-0.02,-0.11
11140,9546,Clc1ccc(Oc2ccccc2Cl)c(Cl)c1,4.96,
11141,11259,O=C(Cc1ccccc1)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.52,
11142,1490,CC(C)(C)c1cc(Cc2ccccc2)[nH]n1,4.35,
11143,2451,CC1CC2OC(=O)C(C)C2C(OC(=O)CC(=O)OC2C3C(CC(C)C4CCC(=O)C42C)OC(=O)C3C)C2(C)C(=O)CCC12,0.76,
11144,3704,CCCCNC(=S)NCCCC,2.75,
11145,12671,O=[N+]([O-])c1nccn1C1OC(CO)C(O)C1O,-1.15,
11146,16664,N=c1[nH]c2ccc(F)cc2s1,,2.2
11147,16106,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N(C)C3CCCCC3)c(C)[nH]n2-c2ccccc2)cc1,,1.69
11148,10924,Nc1cc([N+](=O)[O-])ccc1C(=O)O,1.91,
11149,16119,Cc1ccc(S(=O)(=O)N=c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)[nH]n2C(C)(C)C)cc1,,1.84
11150,1199,CC(=O)c1ccc(Cl)cc1,2.32,
11151,9619,Clc1ccccc1-c1ccc(Cl)c(Cl)c1Cl,6.11,
11152,4968,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.13,
11153,2895,CCC(CC)NC(=O)c1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1,3.6,
11154,12423,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,3.02,
11155,394,C=CCN1CCCC1CNC(=O)c1cc2[nH]nnc2cc1OC,1.79,
11156,973,CC(=O)Nc1cccc(OC(=O)CNC(=O)c2ccccc2)c1,1.7,
11157,4110,CCCc1cc(NC(C)=O)ccc1OC,2.72,
11158,15865,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)[nH]n1,,3.41
11159,12759,O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCc3ccccc3)c2s1,1.15,
11160,16147,Cc1ccc2c(c1)c(-c1cc(C)nc3ccccc13)c(C)n2CC(=O)O,,2.88
11161,4308,CCN(CC)S(=O)(=O)N1CCCC(C(=O)NC2CCCCC2)C1,3.58,
11162,6463,COC(=O)C=COc1ccccc1Cl,3.02,
11163,10905,Nc1c([N+](=O)[O-])ccc2ncccc12,1.61,
11164,13582,c1ccc2c(c1)ccc1c2ccc2c3ccccc3ccc21,7.11,
11165,1779,CC(C)COCC(C)C,2.78,
11166,12521,O=[N+]([O-])c1cc([N+](=O)[O-])c(ONCC(F)(F)F)c([N+](=O)[O-])c1,1.39,
11167,88,C#CCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,0.88,
11168,15254,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C,,3.26
11169,3995,CCCOC(=O)C(C(=O)OC)=C1SC=CS1,2.72,
11170,8180,Cc1[nH]nc(C(=O)N(C)C2CCCCC2)c1[N+](=O)[O-],1.68,
11171,11489,O=C(Nc1ccccc1C(F)(F)F)C1CCC1,2.55,
11172,7119,COc1cc(C=C[N+](=O)[O-])ccc1O,1.88,
11173,13413,c1cc2ccc3cc4cccc5ccc6cc(c1)c2c3c6c54,7.04,
11174,13462,c1ccc(-n2cccn2)cc1,2.2,
11175,14205,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C(C)C)cc1,,2.72
11176,16227,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,2.35
11177,12556,O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,3.61,
11178,8599,Cc1ccc(Cl)c(Nc2ccccc2CC(=O)O)c1Cl,4.93,
11179,1691,CC(C)CC(N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.94,
11180,12396,O=S(=O)(c1ccccc1)c1cccc2cccnc12,2.33,
11181,14143,CC1=N[SH](=O)(c2cccc(-c3ccc(C)cc3)c2)NC1=O,,1.6
11182,9297,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,8.6,
11183,9237,ClC1=CC(Cl)C(Cl)C(Cl)C1,3.52,
11184,8398,Cc1cc(Cl)ccc1NC(=S)NCCc1c[nH]c2ccccc12,4.34,
11185,4002,CCCOC(=O)CNC(=O)CCCCSc1ncnc2[nH]cnc12,1.37,
11186,2934,CCC1(CC(C)C(C)C)C(=O)NC(=O)NC1=O,2.02,
11187,1619,CC(C)C(N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)O,-1.4,
11188,9849,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,4.66,
11189,8362,Cc1cc(C)cc(OC2OC(CO)C(O)C(O)C2O)c1,0.26,
11190,4591,CCOC(=O)C(Cc1ccc2c(c1)OCO2)=NC=O,1.66,
11191,9081,Cc1nc(Cl)c([N+](=O)[O-])n1C,0.87,
11192,9062,Cc1nc(-c2ccccc2)c2ccccc2n1,3.1,
11193,12064,O=C1CC(Oc2ccc3ccccc3c2)N1,2.29,
11194,717,CC(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NC(C)(C)C,1.26,
11195,13956,CC(C)C[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=O)sc12,,4.2
11196,1234,CC(=O)c1cccc(C(C)=O)c1,1.43,
11197,10734,NNC(=O)Nc1ccccc1[N+](=O)[O-],-0.47,
11198,7982,CS(=O)c1ccsc1,0.91,
11199,6370,COC(=O)C(=Cc1ccccc1)C(=O)OC,2.24,
11200,3168,CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,3.9,
11201,14791,CN1CCC[C@H]1CCN1CCCc2cc(N=C(N)c3cccs3)ccc21,,0.37
11202,4778,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc([N+](=O)[O-])c1,1.32,
11203,9244,ClC1C(Cl)C(Cl)C(Br)C(Cl)C1Cl,3.81,
11204,8857,Cc1cccc(NC(N)=O)c1,1.29,
11205,2685,CCC(C(=O)OC)c1ccc(-n2sc3ccccc3c2=O)cc1,3.91,
11206,4798,CCOC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.12,
11207,17400,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3ccccc3)c2s1,,0.12
11208,12052,O=C1C=NC(c2ccccn2)c2cc(Br)ccc2N1,2.05,
11209,4824,CCOC(=O)c1cnc(C)cn1,0.61,
11210,4528,CCOC(=O)C(=Cc1cccc(F)c1)C(C)=O,2.46,
11211,9154,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2.12,1.98
11212,12887,O=c1ccn(C2C=C(CO)C(O)C2O)c(=O)[nH]1,-2.19,
11213,12208,O=C1c2ccccc2Cc2ccccc21,3.66,
11214,15461,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,,0.66
11215,7026,COc1c(Cl)ccc(Cl)c1C(=O)O,2.21,
11216,10760,NNC(=O)c1ccnc(F)c1,-0.11,
11217,16108,Cc1ccc(S(=O)(=O)N=c2c(C(=O)NC(C)C(C)(C)C)c(C)[nH]n2-c2ccccc2)cc1,,1.21
11218,16958,O=C(N=c1[nH]c2c(=O)[nH]cnc2s1)c1ccccc1,,1.94
11219,6306,CNCCN(C)S(=O)(=O)c1ccc(CONC(N)=O)c([N+](=O)[O-])c1,0.45,
11220,9256,ClC=C1C2CC(C(Cl)C2(Cl)Cl)C1(CCl)C(Cl)Cl,5.44,
11221,16731,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,,0.79
11222,4474,CCNC(O)=NO,-0.76,
11223,10803,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.07,-0.09
11224,3633,CCCCCc1cssc1=S,4.06,
11225,1422,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Br)c1,3.49,
11226,11329,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,3.88,
11227,13085,OCCCc1cccnc1,0.6,
11228,8325,Cc1cc(C(=O)O)ccc1N,1.37,
11229,17054,O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1,,3.58
11230,3187,CCCCC(CC)COC(=O)n1cnc(CC(NC(=O)c2ccc(O)[nH]2)C(O)N2CCCC2C(N)=O)c1,1.82,
11231,6844,COCCN1CCc2cccc(Cl)c2CC1,3.0,
11232,2068,CC(CO)CC(F)(F)F,1.39,
11233,3889,CCCN(C)N=Nc1ccc(C(N)=O)cc1,2.17,
11234,8556,Cc1ccc(C)n1N=c1ccc(N(CCO)CC(C)O)n[nH]1,1.3,
11235,3646,CCCCN(C)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,2.05,
11236,17096,O=C(Nc1ccc(F)cc1F)c1cc(Cl)ccc1O,,3.6
11237,13790,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,,0.82
11238,2011,CC(C)c1cnc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c1,1.23,
11239,11433,O=C(Nc1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1O,2.16,
11240,10813,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,-0.44,
11241,5054,CCOc1ccc(NC(=O)OC(C)CCl)cc1OCC,2.97,
11242,13062,OCCCCCC(F)(F)F,1.64,
11243,372,C=CCCCCCCCCC1CO1,4.7,
11244,14968,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,,3.69
11245,3742,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,5.53,
11246,863,CC(=O)Nc1cc(C(F)(F)F)ccc1F,2.24,
11247,5557,CN(C)C(=O)c1ccccn1,-0.45,
11248,7345,COc1ccc(C(=O)NN=Cc2c(O)ccc3ccccc23)cc1,4.06,
11249,7281,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,3.1,
11250,2430,CC1CC2C3CC(F)=C4CC(=O)C(Cl)=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,4.73,
11251,15932,Cc1cc(CN=c2nc(N=c3cc(C)[nH][nH]3)c(Br)c[nH]2)on1,,2.92
11252,16705,N=c1cc(-c2ccccc2)[nH]cn1,,1.91
11253,9758,Cn1cnc([N+](=O)[O-])n1,-0.68,
11254,6361,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.23,
11255,12361,O=S(=O)(NCc1ccccc1)C(F)(F)F,2.91,
11256,8818,Cc1cccc(C)c1NC(=O)c1ccc(CN2CCOCC2)cc1,2.0,
11257,4443,CCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1.14,
11258,4929,CCOP(=O)(OCC)Oc1ccc(SC)cc1,2.79,
11259,10919,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,-0.48,
11260,1023,CC(=O)OC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,1.55,
11261,9826,FC1C(Cl)C(Cl)C(Cl)C(Cl)C1Br,3.28,
11262,16384,Clc1cccc(N=c2[nH]cnc3ccccc23)c1,,3.9
11263,12664,O=[N+]([O-])c1cnc2ccccc2c1,1.97,
11264,7622,COc1ccc2cc(C(C)C(=O)OCC(N)=O)ccc2c1,2.06,
11265,11656,O=C(O)COc1ccc(I)cc1,2.69,
11266,6333,CNS(=O)(=O)c1ccccc1,0.92,
11267,8593,Cc1ccc(Cl)c(C)c1,3.83,
11268,2113,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,-0.13,
11269,6104,CNC(=O)NS(=O)(=O)c1ccccc1,0.44,
11270,8,BrCCCCCCCCCCBr,6.12,
11271,7819,COc1ccccc1N1CCN(CCNC(=S)C2CCCCC2)CC1,3.7,
11272,15300,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,,2.41
11273,9384,Clc1cc(Oc2c(Cl)ccc(Cl)c2Cl)cc(Cl)c1Cl,6.65,
11274,8705,Cc1ccc(S(N)(=O)=O)c(NC(=O)C(C)C)c1,1.45,
11275,10377,NC(=O)CCc1ccccn1,-0.27,
11276,12471,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1.62,
11277,7338,COc1ccc(C(=O)N(C)NC(=S)Nc2ccccc2)cc1,2.56,
11278,15954,Cc1cc(O)ccc1N1C(=O)c2ccc(O)cc2C1=O,,2.0
11279,835,CC(=O)Nc1c(Br)cccc1Br,1.53,
11280,1664,CC(C)CC(=O)Nc1ccccc1,2.51,
11281,12003,O=C1C=C(Br)C(=O)c2ccccc21,2.44,
11282,3057,CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)OC(=O)CC,3.08,
11283,1540,CC(C)(O)C(F)(F)F,1.04,
11284,5232,CCc1cc(CC(C#N)C#N)cc(CC)c1O,4.12,
11285,13383,[O-][n+]1cc(Cl)nc(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1,3.66,
11286,13686,c1nnnn1C12CC3CC(CC(C3)C1)C2,2.95,
11287,3159,CCCCC(=O)OC1C(CO)OC(n2cnc3c(OC)ncnc32)C1OC(=O)CCCC,3.83,
11288,10179,N=c1[nH]c(Cl)nc2c1ncn2C1CC(O)C(CO)O1,0.02,
11289,9521,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1,5.99,
11290,8207,Cc1c(CNc2ccccc2)cnc2[nH]c(=N)[nH]c(=N)c12,2.02,
11291,15541,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,,3.0
11292,9624,Clc1ccccc1Cl,3.43,
11293,15686,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,,2.7
11294,13581,c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,6.4,
11295,7369,COc1ccc(C(C)C)cc2c(S(=O)(=O)O[Na])cc(C)c1-2,-0.78,
11296,13453,c1ccc(-c2ncc3ccccc3n2)cc1,3.42,
11297,4138,CCCc1cccc(OCC(=O)O)c1,2.71,
11298,16360,Clc1ccc(-c2nnc3cccc(Cl)n23)c(Cl)c1,,2.88
11299,16930,O=C(COCc1ccncc1)N1CCN(c2ccc(Cl)cc2Cl)CC1,,3.38
11300,1407,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1c(Cl)cccc1Cl,2.56,
11301,7300,COc1ccc(-c2nc3cnccc3o2)c(OC)c1,2.42,
11302,12295,O=NN(CCCl)C(=O)NC1CSCSC1,2.08,
11303,14274,CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,,1.55
11304,13801,CC(=O)Nc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1,,2.41
11305,8657,Cc1ccc(O)c(O)c1,1.37,1.37
11306,9665,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O,-0.57,
11307,11195,O=C(CN1CCCC1)NC1COc2ccc(Cl)cc21,2.47,
11308,7444,COc1ccc(COc2ccccc2C(N)=O)cc1,1.63,
11309,8217,Cc1c(Cl)cccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,3.57,
11310,16245,Cc1nc(-c2ccccc2)c(-c2ccc(CN3CCC(n4c(=O)[nH]c5ccccc54)CC3)cc2)[nH]c1=O,,3.9
11311,3824,CCCCSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.82,
11312,2607,CCC(=O)C1(C)CCC2C3=C(CCC21C)C1=C(CC3)CC(=O)CC1,4.04,
11313,13114,OCCc1cccnc1,0.12,
11314,1656,CC(C)C1=NS(=O)(=O)c2ccc(Cl)cc2N1,2.0,
11315,9122,Cc1ncc([N+](=O)[O-])n1CCS(=O)(=O)C(C)C,0.13,
11316,71,C#CC1(O)CCCCC1,1.73,
11317,4324,CCN(CC)c1cccc(S(=O)(=O)O[Na])c1,-1.6,
11318,9536,Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,5.95,
11319,5954,CN1CCCC1c1ccc[n+]([O-])c1,-1.8,
11320,1918,CC(C)OC(=O)CSc1ccccc1[N+](=O)[O-],2.76,
11321,12833,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,2.07,1.22
11322,15377,COc1ccc(CCN2CN=C(SCc3ccc(Cl)cc3)NC2)cc1OC,,2.41
11323,7099,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,6.4,
11324,275,C=C1C(=O)OC2C1C(OC(=O)C(C)=CC)CC1(CO1)C1C(OC(C)=O)C=C(C)C21O,0.76,
11325,9138,Cc1nn(-c2ccccc2)c(C)c1N=O,2.28,
11326,5908,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.82,2.69
11327,3542,CCCCCC[N+](=O)[O-],2.7,
11328,7134,COc1cc(CC(=O)O)ccc1O,0.33,
11329,2894,CCC(CC)COC(N)=O,1.98,
11330,7852,COc1ccccc1OCc1ccccc1CCCN1CCC(O)CC1,2.82,
11331,8026,CSCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,0.42,
11332,1517,CC(C)(C)c1cccc(OCC(=O)O)c1,2.96,
11333,12980,OC1(c2ccc(Cl)cc2)CCCCCC1n1cncn1,3.54,
11334,17055,O=C(NCc1ccccc1Cl)c1cccnc1Oc1ccccc1,,3.68
11335,15841,Cc1c(Sc2ccc(Cl)cc2)c2cc(Cl)ccc2n1C(C)C(=O)O,,3.56
11336,2619,CCC(=O)N(C)C,-0.11,
11337,11485,O=C(Nc1ccccc1)c1ccccc1,2.62,2.8
11338,16719,N=c1nc(-n2ccc3ccccc32)cc[nH]1,,2.71
11339,5523,CN(C)C(=O)OCc1ccc(OCc2ccccc2)cc1,3.27,
11340,4103,CCCc1c(C)ssc1=S,3.39,
11341,5568,CN(C)C(=S)NCc1ccccc1,1.59,
11342,10828,NS(=O)(=O)c1ccc(CCCCO)cc1,0.57,
11343,1478,CC(C)(C)Sc1nc2c(=N)[nH]cnc2n1C1OC2CO[PH](=O)(=O)OC2C1O,-1.05,
11344,6024,CN=c1[nH]ccn2cc(-c3ccc(S(C)=O)cc3OC)nc12,1.88,
11345,16181,Cc1cccc(N=c2[nH]cnc3ccccc23)c1,,3.21
11346,4181,CCN(C=Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1)CC,-0.59,
11347,16854,N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccncc2)C1,,1.56
11348,4374,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)N2CCOCC2)OC1=O,2.11,
11349,2110,CC(NC(=O)COC(=O)c1ccccc1)C(N)=O,0.42,
11350,6533,COC(=O)NC1=NC(c2ccccc2Br)CN1,1.85,
11351,16940,O=C(CSc1ccccc1)N1CCN(c2ccccc2)CC1,,3.2
11352,6424,COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CCCCC1,2.94,
11353,14130,CC1(c2c(C(=O)NC3C4CC5CC(C4)CC3C5)cnn2-c2ccc(C(=O)O)cc2)CC1,,1.11
11354,8001,CSC(C)=NOC(=O)N(C)SN(C)C(=O)N(C(C)C)C(C)C,2.6,
11355,3313,CCCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,7.18,
11356,3648,CCCCN(C)N=Nc1ccccc1C(N)=O,3.52,
11357,1747,CC(C)CCn1c(=NCCO)[nH]c2c1c(=O)n(C)c(=O)n2C,5.36,
11358,6173,CNC(=O)Oc1ccc(C)c(C)c1,2.09,
11359,4777,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc(Cl)c1,2.27,
11360,7318,COc1ccc(Br)c(Cc2c[nH]c(=N)[nH]c2=N)c1,2.0,
11361,13613,c1ccc2cc3cc4c(ccc5ccccc54)cc3cc2c1,6.81,
11362,10764,NNC(N)=O,-2.75,
11363,15209,COc1cc(OC)cc(-c2ccc(NC(=O)OCc3ccccc3)c(=O)n2CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1,,2.26
11364,16895,O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCc2ccccc2C1,,3.7
11365,9501,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,6.78,
11366,7279,COc1cc2ccc(=NC(C)=O)c3c(c2c(OC)c1OC)CCC(=O)C(OC)C3,1.0,
11367,344,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,1.47,
11368,8525,Cc1ccc(C(C)C)cc1,4.1,
11369,16936,O=C(COc1ccccc1)c1ccccc1,,2.87
