smiles,logD
N=C(N)Nc1ccc(C(=O)Oc2ccccc2)cc1,-0.21
N=C(N)Nc1ccc(Cl)c(Cl)c1,-0.31
N=C(N)SCc1ccc(Cl)c(Cl)c1,1.28
N=C(N)c1cc2c(-c3ccccc3)cccc2s1,1.27
N=C(N)c1cc2c(/C=C/c3ccc4c(c3)OCO4)cccc2s1,2.2
N=C(N)c1cc2c(I)cccc2s1,0.74
N=C(N)c1cc2c(OCc3ccccc3)cccc2s1,1.16
N=C(N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,0.36
N=C(N)c1ccc(CCN2CCC(c3nc(COCC(F)(F)F)c(-c4ccc(F)cc4)o3)CC2)cc1,3.76
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,-0.19
N=C(N)c1ccc(OCC[C@@H]2CCCCN2C(=O)C(CC2CCCCC2)NCC(=O)O)cc1,0.4
N=C(N)c1ccc2[nH]c(-c3ccccn3)nc2c1,-4.0
N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1,-2.0
N=C(N)c1cccc(Cc2ncccn2)c1,-1.03
N=C(NC1CCCCC1)c1ccccc1-c1ccccc1,2.87
N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,1.13
N=C([NH3+])NCCCC(NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]([NH3+])CO)C(=O)NCC(N)=O,-2.4
N=C1CCN(c2cccc(C(F)(F)F)c2)N1,2.55
N=C1NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,3.4
N=C1NC(c2ccco2)Nc2c(F)ccc(F)c21,1.2
N=C1NC(c2cccs2)Nc2cccc(F)c21,0.91
N=S(=O)(O)Cc1noc2ccccc12,0.55
N=c1[nH][nH]c(=Nc2ccccc2)[nH]1,1.06
N=c1[nH][nH]c(N)c1Cc1ccc2c(c1)OCO2,0.47
N=c1[nH][nH]c2c(Cl)cccc12,1.7
N=c1[nH][nH]c2cccc(Cl)c12,1.92
N=c1[nH][nH]c2ccccc12,1.0
N=c1[nH][nH]c2ncc3c(c12)CCCCCC3,2.54
N=c1[nH][nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,2.6
N=c1[nH][nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,2.65
N=c1[nH][nH]cc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,2.3
N=c1[nH][nH]cc1S(=O)(=O)c1ccccc1,1.1
N=c1[nH]c(-c2ccc(C(F)(F)F)cc2)cc(=Nc2ccc3[nH]c(-c4ccc(F)cc4)cc(=N)c3c2)[nH]1,1.54
N=c1[nH]c(-c2ccc(Cl)cc2)cs1,3.31
N=c1[nH]c(-c2ccc(Cl)cc2Cl)c(CN)c(=N)[nH]1,0.4
N=c1[nH]c(-c2ccc(O)cc2)cc(=O)[nH]1,1.05
N=c1[nH]c(-c2cccc(Cl)c2)cc(=Nc2ccc3[nH]c(-c4ccc(F)cc4)cc(=N)c3c2)[nH]1,2.5
N=c1[nH]c(-c2ccccc2)cs1,2.43
N=c1[nH]c(-c2ccccc2)nc2c1[nH]c(=O)n2Cc1ccccc1,4.16
N=c1[nH]c(-c2ccccc2)nn1Cc1ccccc1,1.91
N=c1[nH]c(-c2ccccc2)ns1,2.2
N=c1[nH]c(-c2ccccn2)nc(N)c1Cc1ccccc1F,2.12
N=c1[nH]c(=N)c2c(Sc3ccc4ccccc4c3)cccc2[nH]1,4.41
N=c1[nH]c(=N)c2cc(Br)ccc2[nH]1,1.78
N=c1[nH]c(=N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2[nH]1,2.22
N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,1.185
N=c1[nH]c(=N)c2nc(CO)cnc2[nH]1,-0.45
N=c1[nH]c(=NCc2ccccc2)[nH]c2c1[nH]c(=O)n2Cc1ccccc1,3.69
N=c1[nH]c(=Nc2ccc(F)c(Cl)c2)c2[nH]cnc2[nH]1,2.75
N=c1[nH]c(=Nc2ccc(S(N)(=O)=O)cc2)[nH]n1C(=O)c1c(F)cccc1F,1.87
N=c1[nH]c(=Nc2cccc(Br)c2)c2[nH]cnc2[nH]1,3.04
N=c1[nH]c(=O)c2ncn(COCCO)c2[nH]1,-1.8
N=c1[nH]c(CCc2cccc(Br)c2)cc(=O)[nH]1,2.52
N=c1[nH]c(CCc2ccccc2)cc(=O)[nH]1,1.4
N=c1[nH]c(COCc2ccccc2)c(-c2ccc(NC(=O)C3CC3)cc2)c(=N)[nH]1,2.46
N=c1[nH]c(Cl)nc(=NCc2ccccc2)[nH]1,2.26
N=c1[nH]c(N)c(C(=O)N=c2cccc[nH]2)nc1Cl,2.67
N=c1[nH]c(N)ccc1N=Nc1ccccc1,3.265
N=c1[nH]c(N2CCCCC2)cc(N)[n+]1[O-],0.77
N=c1[nH]c(OC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O,1.5
N=c1[nH]c(OC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.79
N=c1[nH]c(OC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@H](Cl)[C@H]1O,2.16
N=c1[nH]c(OCc2nccs2)nc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O,0.47
N=c1[nH]c(SCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1.24
N=c1[nH]c2[nH]c(SCc3cccc(F)c3F)nc(=O)c2s1,2.5
N=c1[nH]c2[nH]c(SCc3ccccc3)nc(=N)c2s1,3.1
N=c1[nH]c2cc3c(cc2s1)CCN(Cc1c[nH]cn1)CC3,-0.12
N=c1[nH]c2cc3c(cc2s1)CCN(Cc1cccc(F)c1)CC3,3.3
N=c1[nH]c2cc3c(cc2s1)CCN(Cc1ccccc1)CC3,2.66
N=c1[nH]c2ccc(-c3cccc(O)c3)cc2s1,3.1
N=c1[nH]c2ccc(-c3cncc(Oc4ccc(F)cc4)c3)cc2[nH]1,3.11
N=c1[nH]c2ccc(C(=O)c3ccccc3)cc2[nH]1,2.29
N=c1[nH]c2ccc(Cl)cc2c2nc(-c3ccco3)nn12,3.98
N=c1[nH]c2ccc(F)cc2s1,2.2
N=c1[nH]c2ccc(OC(F)(F)F)cc2s1,3.34
N=c1[nH]c2ccccc2cc1C(N)=O,1.07
N=c1[nH]c2ccccc2n1C(=O)c1ccccc1,1.56
N=c1[nH]c2ccccc2s1,2.0
N=c1[nH]cc(-c2ccc(F)cc2)[nH]1,1.39
N=c1[nH]cc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)nc1C(=O)Nc1cccnc1,2.83
N=c1[nH]cc(-c2cnn(C3CCN(C(=O)CO)CC3)c2)cc1-c1nc2ccccc2o1,3.2
N=c1[nH]cc(-c2cnn(C3CCNCC3)c2)cc1-c1nc2ccccc2o1,1.85
N=c1[nH]cc(-c2cnn(C3CCOCC3)c2)cc1-c1nc2ccccc2o1,4.0
N=c1[nH]cc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,3.26
N=c1[nH]ccc2ccccc12,1.5
N=c1[nH]cccc1NCc1cccc(-c2cccnc2)c1,3.0
N=c1[nH]cnc(=Nc2ccccc2)[nH]1,1.4
N=c1[nH]cnc2[nH]ccc12,1.78
N=c1[nH]cnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2,-0.5
N=c1[nH]cnc2c1c(C(N)=O)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.87
N=c1[nH]cnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1,3.17
N=c1[nH]cnc2c1nc(Sc1nc3cccc(Cl)c3s1)n2CCO,2.37
N=c1[nH]cnc2c1ncn2Cc1ccccc1,1.53
N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O,0.9
N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O,2.5
N=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccccc2)[C@@H](O)[C@H]1O,1.9
N=c1[nH]cnc2ccccc12,1.26
N=c1[nH]cnc2nc(-c3ccc(N4CCOCC4)nc3)cc(-c3cccc(Br)c3)c12,3.2
N=c1[nH]cnc2oc(-c3ccoc3)c(-c3ccco3)c12,3.1
N=c1[nH]cnc2sc(-c3c(-c4ccccc4)ncn3C[C@H]3CCCO3)nc12,2.65
N=c1[nH]cnc2sc(-c3c(-c4ccccc4)ncn3Cc3ccccc3N3CCOCC3)nc12,3.58
N=c1[nH]cnc2sccc12,1.19
N=c1[nH]nc(-c2cccc(Cl)c2Cl)c(=N)[nH]1,1.38
N=c1[nH]nc(-c2ccccc2)s1,1.8
N=c1[nH]nc(CCSCCc2n[nH]c(=N)s2)s1,-0.1
N=c1[nH]nc(CCSCCc2n[nH]c(=NC(=O)Cc3ccccc3)s2)s1,2.0
N=c1[nH]nc(Cc2ccc(Cl)cc2)s1,2.34
N=c1[nH]onc1C(=NO)Nc1ccc(F)c(Cl)c1,2.7
N=c1c(-c2ccccc2)c(CN2CCOCC2)[nH]n1-c1ccc(F)cc1,2.33
N=c1c(C(=O)NC2CC2)n[nH]c2c(-c3ncccn3)c(F)ccc12,1.59
N=c1c(C(=O)NC2CC2)n[nH]c2c(-c3ncccn3)cccc12,1.5
N=c1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)c[nH]n1-c1ccc(F)cc1,1.91
N=c1c(C(=O)c2cccc(OC[C@H](O)CO)c2)c[nH]n1-c1ccc(F)cc1,1.94
N=c1c(C(N)=O)n[nH]n1-c1ccccc1,0.74
N=c1c2c([nH]c3ccc(Br)cc13)N(c1ccccc1)CC2,3.12
N=c1c2c([nH]c3ccccc13)CCCC2,0.3316666666666667
N=c1c2cccc(-c3ncccn3)c2[nH]c2cn(C3CCC3)c(O)c12,1.85
N=c1cc(-c2ccccc2)[nH]c2ccccc12,2.2
N=c1cc(-c2ccccc2)[nH]cn1,1.91
N=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,0.11
N=c1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c[nH]1,2.7
N=c1cc2[nH][nH]c(=O)n2c2cc(-c3ccc[nH]3)ccc12,2.3
N=c1cc2[nH][nH]c(=O)n2c2cc(-c3ccco3)ccc12,2.48
N=c1cc2[nH][nH]c(=O)n2c2cc(-c3cccs3)ccc12,3.26
N=c1cc2[nH][nH]c(=O)n2c2cc(-c3ccsc3)ccc12,3.18
N=c1cc[nH]c(-c2cccnc2)n1,0.44
N=c1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)c[nH]1,3.44
N=c1ccc2cccc(N=c3nccc[nH]3)c2[nH]1,2.7
N=c1ccc2ccccc2[nH]1,1.7
N=c1cccc(CCc2ccc3cc[nH]c3c2)[nH]1,2.8
N=c1ccn([C@@H]2CS[C@H](CO)O2)c(=O)[nH]1,-0.92
N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)[nH]1,-1.5
N=c1ccn([C@H]2CC[C@@H](CO)O2)c(=O)[nH]1,-1.1
N=c1nc(-c2c[nH]c3ccccc23)cc[nH]1,1.68
N=c1nc(-c2ccc(Cl)cc2)[nH]c(=N)[nH]1,2.12
N=c1nc(-c2cccc(C(F)(F)F)c2)[nH]c(=N)[nH]1,2.4
N=c1nc(-c2ccccc2)cc[nH]1,2.0
N=c1nc(-c2cccs2)cc[nH]1,1.75
N=c1nc(-n2ccc3ccccc32)cc[nH]1,2.71
N=c1nc(/C=C/c2ccc(Cl)cc2)cc[nH]1,3.5
N=c1nc2[nH]c(=N)c(-c3c(Br)cccc3Br)cc2c[nH]1,2.06
N=c1nc2nc(-c3cccs3)cc(C(F)(F)F)n2[nH]1,2.01
NC(=NO)c1ccc2[nH]c(-c3ccccn3)nc2c1,1.6
NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCCN1C(=O)C(N)Cc1ccc(O)cc1,1.1
NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,1.195
NC(=O)C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.2
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,2.79
NC(=O)C1CCCCC1,0.9
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1,-2.46
NC(=O)C1CCCN1c1nc2ccccc2c(=O)o1,0.4
NC(=O)C1CCN(CC(=O)Nc2ccc3c(c2)OCO3)CC1,0.4
NC(=O)CCC(N)C(=O)O,-1.0
NC(=O)CCC(NC(=O)C(CO)NC(=O)CCc1ccc(O)c(I)c1)C(=O)NC(CC(=O)O)C(=O)NCC(N)=O,-2.4
NC(=O)CCC(NC(=O)C([NH3+])CO)C(=O)N[C@@H](CC(=O)[O-])C(=O)NCC(N)=O,-2.4
NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,3.22
NC(=O)CN1CCN([C@@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1,3.26
NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,0.63
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,1.12
NC(=O)Cc1ccccc1,0.3
NC(=O)Cc1nc(-c2ccccc2)cs1,1.3
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0.23
NC(=O)N1c2ccccc2C=Cc2ccccc21,2.0505
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1.28
NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,0.79
NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1,3.3
NC(=O)Nc1cc(-c2cccc(F)c2F)sc1C(=O)N[C@H]1CCCNC1,1.32
NC(=O)Nc1cc(-c2cccc(O)c2)sc1C(N)=O,2.21
NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)N[C@H]1CCCNC1,1.04
NC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,2.43
NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O,2.3
NC(=O)Nc1sc(-c2cc(F)cc(F)c2)cc1C(=O)N[C@H]1CCCNC1,2.18
NC(=O)Nc1sc(-c2ccc(CN3CCCCC3)cc2)cc1C(N)=O,1.75
NC(=O)Nc1sc(-c2ccc(CNC3CCCC3)cc2)cc1C(N)=O,1.22
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(=O)N[C@H]1CCCNC1,1.76
NC(=O)Nc1sc(-c2ccc(OCCN3CCCCC3)cc2)cc1C(N)=O,1.2
NC(=O)Nc1sc(-c2ccccc2)cc1C(=O)N1CCOCC1,2.24
NC(=O)Nc1sc(-c2ccccc2)cc1C(=O)N[C@H]1CCCNC1,1.27
NC(=O)Nc1sc(-c2ccccc2)cc1C(N)=O,2.42
NC(=O)Nc1sc(-c2ccsc2)cc1C(=O)N[C@H]1CCCNC1,1.06
NC(=O)c1c(N)sc2c1CCCC2,1.84
NC(=O)c1c(OCc2c(F)cc(Br)cc2F)[nH]sc1=NC(=O)NCCCCN1CCCC1,2.5
NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(Cl)c(F)c3)sc12,2.76
NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(Cl)cc3)sc12,2.78
NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(F)c(Cl)c3)sc12,2.94
NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(F)c(F)c3)sc12,2.17
NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3)sc12,2.01
NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3F)sc12,1.97
NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(-c3ccncc3)sc12,0.77
NC(=O)c1c[nH]c(=N[C@H]2CCCNC2)c2cc(Br)sc12,1.08
NC(=O)c1c[nH]c2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1=NCCCNC(=O)C1CCC1,2.48
NC(=O)c1cc(-c2ccccc2)sc1N,2.7
NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,3.4
NC(=O)c1cc(F)cc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,2.14
NC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,2.3
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.81
NC(=O)c1ccc(-c2cc3c(=N[C@H]4CCCNC4)[nH]cc(C(N)=O)c3s2)cc1,0.28
NC(=O)c1ccc(=O)n(Cc2ccc(Cl)cc2Cl)c1,2.36
NC(=O)c1ccc(=O)n(Cc2ccc(F)c(F)c2)c1,1.37
NC(=O)c1ccc(Br)cc1,1.75
NC(=O)c1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3[nH]c(=O)sc23)cc1,1.1
NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,1.6
NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c(F)c1,2.1
NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cn1,1.51
NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)nc1,1.25
NC(=O)c1ccc(Oc2cccc3cccnc23)c([N+](=O)[O-])c1,1.7
NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.19
NC(=O)c1cccc(C[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.11
NC(=O)c1cccc(Cc2ncccn2)c1,0.28
NC(=O)c1cccc(Cn2cccn2)c1,0.71
NC(=O)c1cccc(Cn2ccnc2)c1,-0.01
NC(=O)c1cccc(Cn2cnc3ccccc32)c1,1.7
NC(=O)c1cccc(N[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.01
NC(=O)c1cccc(OC2CCN(CC3CC3)CC2)c1,0.49
NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1,1.92
NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2CCCCC2)c1,1.55
NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.61
NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)n1,1.71
NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3CC2CC2)c1,0.07
NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3CCc2ccccc2)c1,2.0
NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.76
NC(=O)c1cccc(S[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,2.22
NC(=O)c1cccc([S+]([O-])[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.1
NC(=O)c1ccccc1O,1.09
NC(=O)c1ccccc1OCc1ccccc1,2.5
NC(=O)c1cccnc1Oc1ccccc1,1.13
NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,2.0
NC(=O)c1cnc(-c2ccc(C3(N)CCC3)cc2)c(-c2ccccc2)c1,1.3
NC(=O)c1cncc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)c1,0.22
NC(=O)c1cncc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)n1,1.1
NC(=O)c1noc(C(CCCC2CCCCC2)CC(O)=NO)n1,2.6
NC(=O)c1sc(-c2ccc(Cl)cc2)cc1N,3.3
NC(=O)c1sc(-c2ccccc2)cc1N,2.33
NC(=O)c1sc(-c2ccsc2)cc1N,2.23
NC(=O)c1sc(-c2ccsc2)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,2.39
NC(=O)c1sc2[nH]ccc(=Nc3ccccc3)c2c1N,2.91
NC(C=O)C(O)NC(Cc1ccccc1)C(=O)O,-2.54
NC(C=O)C(O)O,-0.45
NC(CC1=C[N]c2ccccc21)C(=O)O,1.46
NC(CCC(=O)O)C(=O)O,-2.19
NC(CNC(=O)c1cc2c(-c3ccccc3Cc3ccccc3)cccc2[nH]1)C(=O)O,3.25
NC(CS)C(=O)O,0.82
NC(Cc1c[nH]c2ccccc12)C(=O)NC(C=O)C(O)O,-2.2
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,0.51
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-0.9
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.38
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(=O)O,-0.51
NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,-1.98
NC(Cc1c[nH]c2ccccc12)C(=O)O,-0.985
NC(Cc1c[nH]cn1)C(=O)O,-0.44
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.97
NC(Cc1ccc(F)cc1)C(=O)O,-1.06
NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-2.13
NC(Cc1ccc(O)cc1)C(=O)O,0.55
NC(Cc1ccccc1)C(=O)NC(C=O)C(O)O,-2.59
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,-0.66
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.29
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,-1.46
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-1.08
NC(Cc1ccccc1)C(=O)NCC(=O)O,-2.265
NC(Cc1ccccc1)c1ccccc1,1.32
NC1(C(=O)NC(CCCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1.3
NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.7
NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.5
NC1(C(=O)NC(CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.4
NC1(C(=O)NC(CS(N)(=O)=O)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.2
NC1(C(=O)NC(Cc2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.1
NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1,3.4
NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.1
NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.88
NC1(C(=O)N[C@@H](CCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.4
NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.72
NC1(c2ccc(-c3c(-c4ccccc4)ccc4ccnn34)cc2)CCC1,2.9
NC1(c2ccc(-c3c(-c4ccccc4)ccn4ccnc34)cc2)CCC1,2.0
NC1(c2ccc(-c3c(-c4ccccc4)ccn4ncnc34)cc2)CCC1,1.7
NC1(c2ccc(-c3c(-c4ccccc4)ncc4nccn34)cc2)CCC1,1.7
NC1(c2ccc(-c3nc4ccccc4c(=O)n3-c3ccccc3)cc2)CCC1,1.5
NC1(c2ccc(-c3nc4ccccc4cc3-c3ccccc3)cc2)CCC1,3.6
NC1(c2ccc(-c3nc4ccccn4c3-c3ccccc3)cc2)CCC1,2.8
NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,2.5
NC1(c2ccc(-c3ncc4ccccc4c3-c3ccccc3)cc2)CCC1,3.6
NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1,2.5
NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1,1.7
NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,2.2
NC1(c2ccc(-c3ncc4cnccc4c3-c3ccccc3)cc2)CCC1,2.2
NC1(c2ccc(-c3ncc4ncccc4c3-c3ccccc3)cc2)CCC1,2.0
NC1(c2ccc(-c3ncc4nccn4c3-c3ccccc3)cc2)CCC1,1.3
NC1(c2ccc(-c3nn4ccc(=O)nc4cc3-c3ccccc3)cc2)CCC1,0.2
NC1(c2ccc(-c3nn4cccc4cc3-c3ccccc3)cc2)CCC1,3.3
NC1(c2ccc(-c3nn4ccccc4c3-c3ccccc3)cc2)CCC1,3.2
NC1(c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)CCC1,1.6
NC12CC3CC(CC(C3)C1)C2,-0.9375
NC12CCC(c3ccccc3)(CC1)CC2,0.29
NC1=NC(=O)CC(c2ccc(Cl)c(Cl)c2)N1,1.46
NC1=NC(c2cc3c(=O)[nH]cc(CCF)c3[nH]2)CC=N1,0.51
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0.3
NC1CCN(c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl)CC1,1.19
NC1CCc2cc(OC(=O)c3ccccc3)c(OC(=O)c3ccccc3)cc2C1,2.6
NC1[C@@H]2CN(c3nc4c(cc3F)=C([O-])C(C(=O)O)[CH-][N+]=4c3ccc(F)cc3F)C[C@H]12,0.25
NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,0.07
NCC(=O)N1CCCC1C(=O)NCC(N)=O,-3.05
NCC(=O)N1C[C@@H](CN)CC1C(=O)NC(CCc1ccccc1)C(=O)Nc1ccc2ncccc2c1,-0.5
NCC(=O)N1C[C@@H](N)CC1C(=O)NC(CCc1ccccc1)C(=O)Nc1ccc2ncccc2c1,0.5
NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,-2.71
NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-2.17
NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,-2.74
